Name,Category,Colors,Price,Sizes,Count_Sizes,Color_Name,product_Code,Review,Rating,Features,Comfort,Brand
Precision 6,Unisex,11.0,5 695.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",15.0,Black/Sail/Volt,DD9535-009,107.0,4.3,"THE QUINTESSENCE OF QUICK.

Create space, stop in an instant, shoot off the dribble—do it all with the Nike Precision 6. It's designed to enable quick players to shift speeds and change directions while staying in control. From the plush collar and tongue to the modified herringbone traction, the agile low top lets you make the most of your skills while pushing the tempo of the game.

All-game comfort
The plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for quick cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

Secure your fit
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.

More benefits
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product details
No-sew overlays
Moulded Swoosh logo
Colour Shown: Black/Sail/Volt
Style: DD9535-009
Country/Region of Origin: Vietnam","Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
Precision 6,Unisex,11.0,5 695.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '12', '13']",11.0,Black/Metallic Gold,DD9535-005,107.0,4.3,"THE QUINTESSENCE OF QUICK.

Create space, stop in an instant, shoot off the dribble—do it all with the Nike Precision 6. It's designed to enable quick players to shift speeds and change directions while staying in control. From the plush collar and tongue to the modified herringbone traction, the agile low top lets you make the most of your skills while pushing the tempo of the game.

All-game comfort
The plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for quick cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

Secure your fit
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.

More benefits
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product details
No-sew overlays
Moulded Swoosh logo
Colour Shown: Black/Metallic Gold
Style: DD9535-005
Country/Region of Origin: Vietnam","Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
Precision 6,Unisex,11.0,5 407.00,,,Phantom/Industrial Blue/Clear Jade,DD9535-008,107.0,4.3,"THE QUINTESSENCE OF QUICK.

Create space, stop in an instant, shoot off the dribble—do it all with the Nike Precision 6. It's designed to enable quick players to shift speeds and change directions while staying in control. From the plush collar and tongue to the modified herringbone traction, the agile low top lets you make the most of your skills while pushing the tempo of the game.

All-game comfort
The plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for quick cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

Secure your fit
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.

More benefits
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product details
No-sew overlays
Moulded Swoosh logo
Colour Shown: Phantom/Industrial Blue/Clear Jade
Style: DD9535-008
Country/Region of Origin: Vietnam","Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
Precision 6,Unisex,11.0,5 695.00,,,Black/Gym Red/University Red,DD9535-002,107.0,4.3,"THE QUINTESSENCE OF QUICK.

Create space, stop in an instant, shoot off the dribble—do it all with the Nike Precision 6. It's designed to enable quick players to shift speeds and change directions while staying in control. From the plush collar and tongue to the modified herringbone traction, the agile low top lets you make the most of your skills while pushing the tempo of the game.

All-game comfort
The plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for quick cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

Secure your fit
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.

More benefits
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product details
No-sew overlays
Moulded Swoosh logo
Colour Shown: Black/Gym Red/University Red
Style: DD9535-002
Country/Region of Origin: Vietnam","Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
Precision 6,Unisex,11.0,5 695.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",12.0,Black/Black/White,DD9535-007,107.0,4.3,"THE QUINTESSENCE OF QUICK.

Create space, stop in an instant, shoot off the dribble—do it all with the Nike Precision 6. It's designed to enable quick players to shift speeds and change directions while staying in control. From the plush collar and tongue to the modified herringbone traction, the agile low top lets you make the most of your skills while pushing the tempo of the game.

All-game comfort
The plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for quick cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

Secure your fit
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.

More benefits
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product details
No-sew overlays
Moulded Swoosh logo
Colour Shown: Black/Black/White
Style: DD9535-007
Country/Region of Origin: Vietnam","Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
JA 1 'Wet Cement' EP,Unisex,2.0,10 795.00,,,Medium Soft Pink/Cobalt Bliss/Citron Tint/Diffused Blue,FV1282-600,0.0,0.0," 
Ja Morant grew up playing ball on a cement court in his back garden. The rain never stopped him from putting in the work. JA 1 'Wet Cement' honours the games played and drills done regardless of the weather. Like every JA 1, this pair is moulded to optimise hang time while helping to maintain stability with firm cushioning. That on-court control is what helps you respond quickly for verticality. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.

Cemented status
Check out the reflective design Swoosh logo, speckled midsole and marble outsole. Each is an ode to Ja's back-garden concrete court. That's where Ja, his dad and other hoopers from Ja's hometown honed their craft, both back in the day and even now when the rising superstar feels like he needs to get back to his roots.

Personal touch
Ja's signature, personal logo and jersey number are sketched in his own handwriting.

Prepare for lift-off
A forefoot Zoom Air unit helps provide increased responsiveness and vertical acceleration. Plush cushioning in the midsole provides comfort when you come back to Earth after flying in the clouds.

Land softly
A containment system and forefoot strap help keep your ankle and heel stable so that you're in control and supported whether you're changing direction at high speeds, springing towards the rim or staying in front of pro ball-handlers on defence.

More benefits
Lightweight, breathable material on the upper helps keep your foot cool.
A raised foam collar adds ankle support.

Product details
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: Medium Soft Pink/Cobalt Bliss/Citron Tint/Diffused Blue
Style: FV1282-600
Country/Region of Origin: Vietnam","Lightweight, breathable material on the upper helps keep your foot cool.
A raised foam collar adds ankle support.",Nike
Precision 6 FlyEase,Unisex,3.0,5 407.00,,,Phantom/Industrial Blue/Clear Jade,DJ7552-003,3.0,5.0,"THE QUINTESSENCE OF QUICK AND EASY.

Create space, stop in an instant, shoot off the dribble in the Nike Precision 6 FlyEase—a game-ready basketball shoe for everyone. The large midfoot strap lets you tighten the laces and secure the fit using 1 hand. The performance design enables players to shift speeds and change directions while staying in control and pushing the tempo.

Quick and Easy Strap
The FlyEase closure has a large midfoot strap that's connected to the laces. To secure the fit, pull up on the strap to tighten the laces then fasten it along the other side.

All-Game Comfortable
Plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for Speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for Quick Cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

More Benefits
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product Details
No-sew overlays
Nike label on tongue top
Moulded Swoosh logo
Colour Shown: Phantom/Industrial Blue/Clear Jade
Style: DJ7552-003
Country/Region of Origin: Vietnam","Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
Precision 6 FlyEase,Unisex,3.0,5 695.00,,,Black/Gym Red/University Red,DJ7552-002,3.0,5.0,"THE QUINTESSENCE OF QUICK AND EASY.

Create space, stop in an instant, shoot off the dribble in the Nike Precision 6 FlyEase—a game-ready basketball shoe for everyone. The large midfoot strap lets you tighten the laces and secure the fit using 1 hand. The performance design enables players to shift speeds and change directions while staying in control and pushing the tempo.

Quick and Easy Strap
The FlyEase closure has a large midfoot strap that's connected to the laces. To secure the fit, pull up on the strap to tighten the laces then fasten it along the other side.

All-Game Comfortable
Plush foam on the collar and tongue enhances the feeling of comfort around the ankle and over the top of the foot—areas where you want no distractions.

Sculpted for Speed
The sculpted foam midsole feels soft and supportive, providing cushioning for the game's non-stop movement.

Traction for Quick Cuts
Herringbone traction provides multi-directional grip, great for players who rely on their quickness and cutting ability. The rubber wraps up the sides in the forefoot to give you traction on your edges.

More Benefits
Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.

Product Details
No-sew overlays
Nike label on tongue top
Moulded Swoosh logo
Colour Shown: Black/Gym Red/University Red
Style: DJ7552-002
Country/Region of Origin: Vietnam","Updated lace positioning and midfoot webbing loops help you stay secure in your shoes and free from distractions.
Low collar provides mobility at the ankle.
Visible cut-out in the foam helps reduce weight.",Nike
LeBron Witness 7 EP,Unisex,6.0,8 257.00,"['8', '8.5', '9', '10']",4.0,Vivid Purple/Sea Coral/Oxygen Purple/Black,DM1122-501,0.0,0.0," 
The longer LeBron's legendary career continues, the more his game needs a design that doesn't weigh him down yet can still control all that sublime power. So, we've created our lightest LeBron model but with the kind of bankable support that can help you stay in front of your opponent with the game on the line. Full-length Max Air cushioning helps you take off and land confidently, while lightweight mesh blends with containment cables to help keep you locked in for four quarters or more. This version is made for outdoor court use with its extra-durable rubber outsole.

Cushioned Comfort
A full-length Max Air unit in a low-profile midsole is combined with a foam wrap-up for support when you're moving in lateral directions. The Air is specifically placed in the forefoot to help reduce weight and increase responsiveness. It helps with impact absorption while supporting the smooth transition from heel to toe. Also, it provides side-to-side stability and helps harness and direct your force.

Reinforced Materials
Breathable mesh provides a lightweight, conforming fit in the upper, from the webbing that harnesses your forefoot to the external moulded pieces that help lock in your heel. Reinforced stitching along the sides helps the shoe fit snugly for full-foot containment.

Aggressive Traction
The rubber outsole is split and partially cut out under the arch to help it bend and flex while helping reduce its overall weight. A classic herringbone pattern adds durable traction.

Product Details
Padded collar
Foam and mesh tongue
Colour Shown: Vivid Purple/Sea Coral/Oxygen Purple/Black
Style: DM1122-501
Country/Region of Origin: Vietnam","Padded collar
Foam and mesh tongue
Colour Shown: Vivid Purple/Sea Coral/Oxygen Purple/Black
Style: DM1122-501
Country/Region of Origin: Vietnam",Nike
LeBron Witness 7 EP,Unisex,6.0,7 387.00,,,Hyper Royal/White/Black,DM1122-400,0.0,0.0," 
The longer LeBron's legendary career continues, the more his game needs a design that doesn't weigh him down yet can still control all that sublime power. So, we've created our lightest LeBron model but with the kind of bankable support that can help you stay in front of your opponent with the game on the line. Full-length Max Air cushioning helps you take off and land confidently, while lightweight mesh blends with containment cables to help keep you locked in for four quarters or more. This version is made for outdoor court use with its extra-durable rubber outsole.

Cushioned Comfort
A full-length Max Air unit in a low-profile midsole is combined with a foam wrap-up for support when you're moving in lateral directions. The Air is specifically placed in the forefoot to help reduce weight and increase responsiveness. It helps with impact absorption while supporting the smooth transition from heel to toe. Also, it provides side-to-side stability and helps harness and direct your force.

Reinforced Materials
Breathable mesh provides a lightweight, conforming fit in the upper, from the webbing that harnesses your forefoot to the external moulded pieces that help lock in your heel. Reinforced stitching along the sides helps the shoe fit snugly for full-foot containment.

Aggressive Traction
The rubber outsole is split and partially cut out under the arch to help it bend and flex while helping reduce its overall weight. A classic herringbone pattern adds durable traction.

Product Details
Padded collar
Foam and mesh tongue
Colour Shown: Hyper Royal/White/Black
Style: DM1122-400
Country/Region of Origin: Vietnam","Padded collar
Foam and mesh tongue
Colour Shown: Hyper Royal/White/Black
Style: DM1122-400
Country/Region of Origin: Vietnam",Nike
LeBron Witness 7 EP,Unisex,6.0,6 087.00,,,Fuchsia Dream/Sail/White/Citron Tint,DM1122-500,0.0,0.0," 
The longer LeBron's legendary career continues, the more his game needs a design that doesn't weigh him down yet can still control all that sublime power. So, we've created our lightest LeBron model but with the kind of bankable support that can help you stay in front of your opponent with the game on the line. Full-length Max Air cushioning helps you take off and land confidently, while lightweight mesh blends with containment cables to help keep you locked in for four quarters or more. This version is made for outdoor court use with its extra-durable rubber outsole.

Cushioned Comfort
A full-length Max Air unit in a low-profile midsole is combined with a foam wrap-up for support when you're moving in lateral directions. The Air is specifically placed in the forefoot to help reduce weight and increase responsiveness. It helps with impact absorption while supporting the smooth transition from heel to toe. Also, it provides side-to-side stability and helps harness and direct your force.

Reinforced Materials
Breathable mesh provides a lightweight, conforming fit in the upper, from the webbing that harnesses your forefoot to the external moulded pieces that help lock in your heel. Reinforced stitching along the sides helps the shoe fit snugly for full-foot containment.

Aggressive Traction
The rubber outsole is split and partially cut out under the arch to help it bend and flex while helping reduce its overall weight. A classic herringbone pattern adds durable traction.

Product Details
Padded collar
Foam and mesh tongue
Colour Shown: Fuchsia Dream/Sail/White/Citron Tint
Style: DM1122-500
Country/Region of Origin: Vietnam","Padded collar
Foam and mesh tongue
Colour Shown: Fuchsia Dream/Sail/White/Citron Tint
Style: DM1122-500
Country/Region of Origin: Vietnam",Nike
LeBron Witness 7 EP,Unisex,6.0,6 087.00,,,Black/Anthracite/Black,DM1122-004,0.0,0.0," 
The longer LeBron's legendary career continues, the more his game needs a design that doesn't weigh him down yet can still control all that sublime power. So, we've created our lightest LeBron model but with the kind of bankable support that can help you stay in front of your opponent with the game on the line. Full-length Max Air cushioning helps you take off and land confidently, while lightweight mesh blends with containment cables to help keep you locked in for four quarters or more. This version is made for outdoor court use with its extra-durable rubber outsole.

Cushioned Comfort
A full-length Max Air unit in a low-profile midsole is combined with a foam wrap-up for support when you're moving in lateral directions. The Air is specifically placed in the forefoot to help reduce weight and increase responsiveness. It helps with impact absorption while supporting the smooth transition from heel to toe. Also, it provides side-to-side stability and helps harness and direct your force.

Reinforced Materials
Breathable mesh provides a lightweight, conforming fit in the upper, from the webbing that harnesses your forefoot to the external moulded pieces that help lock in your heel. Reinforced stitching along the sides helps the shoe fit snugly for full-foot containment.

Aggressive Traction
The rubber outsole is split and partially cut out under the arch to help it bend and flex while helping reduce its overall weight. A classic herringbone pattern adds durable traction.

Product Details
Padded collar
Foam and mesh tongue
Colour Shown: Black/Anthracite/Black
Style: DM1122-004
Country/Region of Origin: Vietnam","Padded collar
Foam and mesh tongue
Colour Shown: Black/Anthracite/Black
Style: DM1122-004
Country/Region of Origin: Vietnam",Nike
LeBron Witness 7 EP,Unisex,6.0,8 695.00,,,Black/Lilac/Court Purple/University Gold,DM1122-002,0.0,0.0," 
The longer LeBron's legendary career continues, the more his game needs a design that doesn't weigh him down yet can still control all that sublime power. So, we've created our lightest LeBron model but with the kind of bankable support that can help you stay in front of your opponent with the game on the line. Full-length Max Air cushioning helps you take off and land confidently, while lightweight mesh blends with containment cables to help keep you locked in for four quarters or more. This version is made for outdoor court use with its extra-durable rubber outsole.

Cushioned Comfort
A full-length Max Air unit in a low-profile midsole is combined with a foam wrap-up for support when you're moving in lateral directions. The Air is specifically placed in the forefoot to help reduce weight and increase responsiveness. It helps with impact absorption while supporting the smooth transition from heel to toe. Also, it provides side-to-side stability and helps harness and direct your force.

Reinforced Materials
Breathable mesh provides a lightweight, conforming fit in the upper, from the webbing that harnesses your forefoot to the external moulded pieces that help lock in your heel. Reinforced stitching along the sides helps the shoe fit snugly for full-foot containment.

Aggressive Traction
The rubber outsole is split and partially cut out under the arch to help it bend and flex while helping reduce its overall weight. A classic herringbone pattern adds durable traction.

Product Details
Padded collar
Foam and mesh tongue
Colour Shown: Black/Lilac/Court Purple/University Gold
Style: DM1122-002
Country/Region of Origin: Vietnam","Padded collar
Foam and mesh tongue
Colour Shown: Black/Lilac/Court Purple/University Gold
Style: DM1122-002
Country/Region of Origin: Vietnam",Nike
Mercurial Vapor 15 Academy,Unisex,2.0,7 995.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '12']",10.0,Bright Crimson/Black/White,DJ5633-600,2.0,4.0," 
The pitch is yours when you lace up in the Vapor 15 Academy IC. It's loaded with a Zoom Air unit and flexible NikeSkin at the top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.

Welcome to the pitch, Zoom
For the first time in our history, Nike has developed an all-new Zoom Air unit. It sits in the outsole and provides an additional level of springy underfoot feel that helps you move faster on the pitch and create separation when it matters the most—whether you're scoring goals, being first to the ball or going past defenders.

Drive your speed
The speed cage inside the structure is made from a thin but strong material that secures the foot to the outsole without adding additional weight for optimal lockdown.

Dig in, take off
Based on Nike Sports Research Lab analysis of player movements, the rubber outsole is designed to provide multi-directional traction on street, court and indoor surfaces.

Improved fit
A redone design improves the fit, so that it better simulates the foot. We did this by conducting multiple wear tests on hundreds of athletes. The result is a more contoured toe box and better lockdown in the heel.

Feel the ball
The upper has NikeSkin, a soft and flexible mesh material linked together by a thin coating. It helps provide ball control and truly gives you a feeling of barefoot football.

Product details
For use on street, court and indoor surfaces
Cushioned insole
Colour Shown: Bright Crimson/Black/White
Style: DJ5633-600
Country/Region of Origin: Indonesia","For use on street, court and indoor surfaces
Cushioned insole
Colour Shown: Bright Crimson/Black/White
Style: DJ5633-600
Country/Region of Origin: Indonesia",Nike
Mercurial Superfly 9 Club,Unisex,2.0,5 995.00,"['7.5', '8', '8.5', '9', '9.5', '10', '10.5']",7.0,Black/Hyper Royal/Chrome,DJ5965-040,1.0,4.0," 
Instantly tilt the pitch in the bold design of the light and low-to-the-ground Superfly 9 Club TF. Fast is in the Air.

Drive your speed
The speed cage inside the structure is made from a thin but strong material that secures the foot to the outsole without adding additional weight for optimal lockdown.

Dig in, take off
Rubber outsole is designed for traction on turf surfaces.

Improved fit
Flyknit wraps your ankle in soft, stretchy fabric for a secure feel. A redone design improves the fit, so that it better simulates the foot. We did this by conducting multiple wear tests on hundreds of athletes. The result is a more contoured toe box and better lockdown in the heel.

Feel the ball
A moulded, synthetic upper has a textured pattern for better ball control when dribbling at high speeds.

Product details
For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Hyper Royal/Chrome
Style: DJ5965-040
Country/Region of Origin: Vietnam","For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Hyper Royal/Chrome
Style: DJ5965-040
Country/Region of Origin: Vietnam",Nike
Phantom GX Club,Unisex,3.0,5 217.00,,,Black/Dark Smoke Grey/Total Orange/Summit White,DD9486-010,2.0,4.5," 
Whether you're starting out or just playing for fun, Club shoes get you on the pitch without compromising on quality. With synthetic leather and asymmetric lacing, they help provide precision touch to help you bury goals in the back of the net or set up a teammate with a pinpoint pass that swings the game in your favour.

Enhanced Touch
Synthetic leather up top brings your foot even closer to the ball for precision touch while dribbling and passing.

Contoured for Comfort
Supportive mesh collar provides comfort and breathability. Asymmetrical lacing works with the touch zone on the inside of the shoe to give you a cleaner area to dribble, handle passes and score.

Product details
For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Dark Smoke Grey/Total Orange/Summit White
Style: DD9486-010
Country/Region of Origin: Vietnam","For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Dark Smoke Grey/Total Orange/Summit White
Style: DD9486-010
Country/Region of Origin: Vietnam",Nike
Phantom GX Club,Unisex,3.0,5 217.00,,,Baltic Blue/White/Laser Blue/Pink Blast,DD9486-446,2.0,4.5," 
Whether you're starting out or just playing for fun, Club shoes get you on the pitch without compromising on quality. With synthetic leather and asymmetric lacing, they help provide precision touch to help you bury goals in the back of the net or set up a teammate with a pinpoint pass that swings the game in your favour.

Enhanced Touch
Synthetic leather up top brings your foot even closer to the ball for precision touch while dribbling and passing.

Contoured for Comfort
Supportive mesh collar provides comfort and breathability. Asymmetrical lacing works with the touch zone on the inside of the shoe to give you a cleaner area to dribble, handle passes and score.

Product details
For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Baltic Blue/White/Laser Blue/Pink Blast
Style: DD9486-446
Country/Region of Origin: Vietnam","For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Baltic Blue/White/Laser Blue/Pink Blast
Style: DD9486-446
Country/Region of Origin: Vietnam",Nike
Tiempo Legend 10 Academy,Unisex,3.0,7 495.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5']",10.0,Hyper Turquoise/Fuchsia Dream/Black,DV4337-300,5.0,4.2," 
Even Legends find ways to evolve. Made to take your game to the next level, the latest iteration of this Academy boot has all-new FlyTouch Lite engineered leather. Softer than natural leather, it contours to your foot and doesn't overstretch, so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the pitch, whether you're sending a pinpoint pass through the defence or tracking back to stop a break-away.

Amplified touch
See those micro-dots on the upper? They amplify touch zones for shooting, dribbling and passing. They make for a sleeker look while taking out the extra padding. Better still, they don't sacrifice the ball control you crave on the pitch. We shaved down the foam pods from the Tiempo 9, so your foot can get even closer to the ball when it's in your control. Instead, we moulded the lines into the boot.

Natural, contouring fit
The FlyTouch Lite engineered leather is incredibly soft. It helps the boot mould to your foot for comfort without overstretching the material. Tongue construction with additional padding gives you a secure feel and comfort in key strike zones. Microfibre lining creates a premium feel.

Traction for the pitch
The plate places conical studs in the heel for optimal traction and stability when braking and changing direction—just right under any conditions.

Product details
For use on natural and synthetic surfaces
Cushioned insole
Colour Shown: Hyper Turquoise/Fuchsia Dream/Black
Style: DV4337-300
Country/Region of Origin: Vietnam","For use on natural and synthetic surfaces
Cushioned insole
Colour Shown: Hyper Turquoise/Fuchsia Dream/Black
Style: DV4337-300
Country/Region of Origin: Vietnam",Nike
Tiempo Legend 10 Academy,Unisex,3.0,7 495.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10']",7.0,White/Bright Crimson/Black,DV4337-100,5.0,4.2," 
Even Legends find ways to evolve. Made to take your game to the next level, the latest iteration of this Academy boot has all-new FlyTouch Lite engineered leather. Softer than natural leather, it contours to your foot and doesn't overstretch, so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the pitch, whether you're sending a pinpoint pass through the defence or tracking back to stop a break-away.

Amplified touch
See those micro-dots on the upper? They amplify touch zones for shooting, dribbling and passing. They make for a sleeker look while taking out the extra padding. Better still, they don't sacrifice the ball control you crave on the pitch. We shaved down the foam pods from the Tiempo 9, so your foot can get even closer to the ball when it's in your control. Instead, we moulded the lines into the boot.

Natural, contouring fit
The FlyTouch Lite engineered leather is incredibly soft. It helps the boot mould to your foot for comfort without overstretching the material. Tongue construction with additional padding gives you a secure feel and comfort in key strike zones. Microfibre lining creates a premium feel.

Traction for the pitch
The plate places conical studs in the heel for optimal traction and stability when braking and changing direction—just right under any conditions.

Product details
For use on natural and synthetic surfaces
Cushioned insole
Colour Shown: White/Bright Crimson/Black
Style: DV4337-100
Country/Region of Origin: Vietnam","For use on natural and synthetic surfaces
Cushioned insole
Colour Shown: White/Bright Crimson/Black
Style: DV4337-100
Country/Region of Origin: Vietnam",Nike
Mercurial Vapor 15 Club,Unisex,2.0,4 747.00,,,Black/Summit White/Volt/Dark Smoke Grey,DJ5968-001,1.0,5.0," 
The pitch is yours when you lace up in the light and low-to-the-ground Vapor 15 Club TF. Fast is in the Air.

Drive your speed
The speed cage inside the structure is made from a thin but strong material that secures the foot to the outsole without adding additional weight for optimal lockdown.

Dig in, take off
Rubber outsole is designed for traction on turf surfaces.

Improved fit
A redone design improves the fit, so that it better simulates the foot. We did this by conducting multiple wear tests on hundreds of athletes. The result is a more contoured toe box and better lockdown in the heel.

Feel the ball
A moulded, synthetic upper has a textured pattern across the top for better ball control when dribbling at high speeds.

Product details
For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Summit White/Volt/Dark Smoke Grey
Style: DJ5968-001
Country/Region of Origin: Vietnam","For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Summit White/Volt/Dark Smoke Grey
Style: DJ5968-001
Country/Region of Origin: Vietnam",Nike
Tiempo Legend 10 Club,Unisex,2.0,4 995.00,"['8', '8.5', '9']",3.0,Black/Hyper Royal/Chrome,DV4345-040,3.0,2.0," 
Even Legends find ways to evolve. Whether you're starting out or just playing for fun, the latest iteration of these Club shoes gets you on the pitch without compromising on quality. The synthetic leather contours to your foot and doesn't overstretch, giving you better control. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the pitch, whether you're sending a pinpoint pass through the defence or tracking back to stop a break-away.

Amplified Touch
The moulded synthetic leather mimics a quilted sensation for improved touch.

Natural, Contouring Fit
The synthetic leather moulds to your foot and gives you better control, helping you stay comfortable for your match.

Traction for the Turf
The pattern on the outsole gives you traction for turf surfaces.

Product Details
For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Hyper Royal/Chrome
Style: DV4345-040
Country/Region of Origin: Vietnam","For use on shorter, synthetic surfaces
Cushioned insole
Colour Shown: Black/Hyper Royal/Chrome
Style: DV4345-040
Country/Region of Origin: Vietnam",Nike
Phantom GX Academy,Unisex,2.0,7 995.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5']",8.0,Bright Crimson/White/University Red/Black,DD9473-600,10.0,4.4," 
Looking to take your game to the next level? Academy boots give you the precision touch you need to let your innermost playing instincts dazzle. Featuring NikeSkin and a mesh touch zone to help enhance your precision, and an agility plate that's designed to swerve and sprint with you, it's ready to ignite your spontaneous playmaking spirit.

Enhanced Touch
An expanded NikeSkin touch zone, powered by engineered mesh, brings your foot even closer to the ball for better control while dribbling and passing in wet or dry conditions. The upper is soft and almost knit-like while the contact zone on the inside of the boot is heightened for even better touch.

Contoured for Comfort
Asymmetry in the heel provides comfort. Soft elements in the heel make for an easy break-in process and help reduce irritation and pressure without compromising stability and structure.

Traction for the pitch
The newly implemented blend of conical and tri-star studs help unlock change of direction and movement for an easy transition, allowing you to tack down into the grass for a quick take-off.

Product details
For use on natural and synthetic surfaces
Cushioned insole
Colour Shown: Bright Crimson/White/University Red/Black
Style: DD9473-600
Country/Region of Origin: Indonesia","For use on natural and synthetic surfaces
Cushioned insole
Colour Shown: Bright Crimson/White/University Red/Black
Style: DD9473-600
Country/Region of Origin: Indonesia",Nike
