Shoename,Category,No.Of_colors,Price,Count_of_sizes,Name_ of_colors,Product_code,Review,Sizes,Comfort,Features,star_rating
Columbia Women Black STRATA TRAIL MID WP,Women,2,"6,999",6,"Black, Salmon Rose", YL8651-010,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8', 'UK-9']",NA,NA,0
Columbia Women Grey STRATA TRAIL MID WP,Women,2,"6,999",6,"Ti Grey Steel, Sage Leaf", YL8651-033,0,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8', 'UK-9']",NA,NA,0
Columbia Women Black HEAVENLY OMNI HEAT Water Resistant Shoes,Women,1,"8,999",1,Black, BL1661-010,0,['UK-6'],Removable contoured PU footbed,"Omni-Grip™ non-marking traction rubber
Removable contoured PU footbed
Waterproof woven synthetic textile. Textile webbing. Metal rivets and aglets. Faux-fur collar and tongue lining. Omni-Tech™ waterproof breathable seam-sealed membrane bootie constru",0
Columbia Women Brown REDMOND V2 Water Resistant Shoes,Women,1,"6,999",1,Pebble, BL0834-227,0,['UK-6'],"Combination suede leather, mesh and webbing. Omni-Tech™ waterproof breathable seam-sealed membrane bootie construction","Omni-Grip™ non-marking traction rubber
Combination suede leather, mesh and webbing. Omni-Tech™ waterproof breathable seam-sealed membrane bootie construction
Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy",0
Columbia Women Black HEAVENLY SHORTY OMNI-HEAT Water Resistant Shoes,Women,1,"7,999",Na,Black, BL1652-010,0,NA,Removable contoured PU footbed,"Omni-Grip™ non-marking traction rubber
Removable contoured PU footbed
Waterproof woven synthetic textile. Textile webbing. Metal rivets and aglets. Faux-fur collar and tongue lining. Omni-Tech™ waterproof breathable seam-sealed membrane bootie constr",0
Columbia Women Black Crestwood Water Resistant Shoes,Women,2,"6,999",4,"Kettle, Dark Grey", BL5372-006,0,"['UK-5', 'UK-6', 'UK-7', 'UK-8']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",0
Columbia Women Brown Crestwood Water Resistant Shoes,Women,2,"6,999",1,"Ancient Fossil, Light Lichen", BL5372-275,0,['UK-7'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",0
Columbia Women Black HATANA MAX OUTDRY (Complete Waterproof),Women,4,"10,999",2,"Black, White", BL0659-012,39,"['UK-5', 'UK-7']",Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof,"sole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof
breathable constructio",4
Columbia Women Grey HATANA MAX OUTDRY (Complete Waterproof),Women,4,"10,999",3,"Dark Grey, Electric Turquoise", BL0659-089,29,"['UK-5', 'UK-6', 'UK-7']",Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof,"sole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
Durable closed mesh with synthetic overlays and TPU Midfoot Structure for extra protection. Outdry™ waterproof
breathable constructio",4
Columbia Women Black Hatana Max Outdry (Complete Waterproof),Women,4,"10,999",5,"Black, White", BL0659-010,29,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",4
Columbia Women Brown Hatana Max Outdry (Complete Waterproof),Women,4,"10,999",5,"Ancient Fossil, Wild Geranium", BL0659-271,35,"['UK-4', 'UK-5', 'UK-6', 'UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",4
Columbia Women Grey PEAKFREAK II MID OUTDRY (Complete Waterproof),Women,3,"10,499",3,"Dark Grey, Dark Coral", BL7573-089,22,"['UK-4', 'UK-5', 'UK-6']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Mid Outdry (Complete Waterproof),Women,3,"10,499",1,"Black, Ti Grey Steel", BL7573-010,22,['UK-5'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Green Peakfreak II Mid Outdry (Complete Waterproof),Women,3,"10,499",1,"Mosstone, Blue Dusk", BL7573-302,22,['UK-5'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Grey PEAKFREAK II MID OUTDRY (Complete Waterproof),Women,3,"10,499",3,"Dark Grey, Dark Coral", BL7573-089,22,"['UK-4', 'UK-5', 'UK-6']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
Columbia Women Black Peakfreak II Mid Outdry (Complete Waterproof),Women,3,"10,499",1,"Black, Ti Grey Steel", BL7573-010,22,['UK-5'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Green Peakfreak II Mid Outdry (Complete Waterproof),Women,3,"10,499",1,"Mosstone, Blue Dusk", BL7573-302,22,['UK-5'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
Columbia Women Grey Crestwood Mid Water Resistant Shoes,Women,1,"7,999",2,"Graphite, Daredevil", BL5371-053,0,"['UK-5', 'UK-6']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",0
Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes,Women,2,"9,999",3,"Kettle, Peach Blossom", YL5934-005,0,"['UK-5', 'UK-6', 'UK-7']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber.
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Waterproof textile upper with leather overlays. Fleece and faux fur collar. 200g insulation. Omni-Heat reflective",0
Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes,Women,2,"9,999",1,"Black, Sahara", YL5934-010,0,['UK-5'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber.
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Waterproof textile upper with leather overlays. Fleece and faux fur collar. 200g insulation. Omni-Heat reflective",0
Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes,Women,2,"9,999",3,"Kettle, Peach Blossom", YL5934-005,0,"['UK-5', 'UK-6', 'UK-7']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber.
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Waterproof textile upper with leather overlays. Fleece and faux fur collar. 200g insulation. Omni-Heat reflective",0
Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes,Women,2,"9,999",1,"Black, Sahara", YL5934-010,0,['UK-5'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber.
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Waterproof textile upper with leather overlays. Fleece and faux fur collar. 200g insulation. Omni-Heat reflective",0
Columbia Women Black TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",3,"Black, Deep Wave", BL0155-012,38,"['UK-4', 'UK-5', 'UK-6.5']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
Seamless mesh provides exc",4
Columbia Women Grey TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",2,"Graphite, Dusty Green", BL0155-053,38,"['UK-4', 'UK-5']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
Seamless mesh provides exc",4
Columbia Women Red TRAILSTORM MID Water Resistant Shoes,Women,3,"9,999",4,"Marionberry, Deep Water", BL0155-616,38,"['UK-4', 'UK-5', 'UK-6', 'UK-7']",4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
Columbia Women Brown SLOPESIDE PEAK LUXE Water Resistant Shoes,Women,1,"9,999",1,"Dark Stone, Sea Salt", BL5106-279,0,['UK-5'],"Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Grip™ non-marking traction rubber
Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy return
Omni-Heat™ Infinity reflective lining
Omni-Tech™ waterproof breathable construction
A waterproof combination",0
