Review,Size,Comfort,Features,star_rating
,"['40', '41', '42']",,"A trendy yet sturdy camel colour floaters from Woodland. Designed with long lasting buff nubuck leather for durability and comfort, these menâs floaters have EVA footbed that gives support and stability. Featuring adjustable push-clip closure that secure the sandal very well and comfortably onto your foot.",
,"['41', '42', '43', '44', '45']",Leather Slip-on style Elastic goring,"Sleek brown formal shoes from Woods comes in a slip-on style. Crafted from soft luxurious leather the shoes features elastic side goring, a stacked low heel and a comfortable foot bed.
Product Features:
Leather
Slip-on style
Elastic goring",
,"['40', '41', '42', '43', '44', '45']",Nubuck,"A clean-cut camel Oxford shoe for men is a classic go-to occasion shoe. The oxford features nubuck print upper, and is grounded by rubber outsole and set on a low stacked heel. The leather foam insole forms a cushioned footbed and puts comfort under every stride.
Material :-
Nubuck",
,"['39', '40', '41', '42', '43', '44', '45']",,"Casual low ankle shoes in elephant print nubuck leather. The durable rubber sole provides an excellent grip making the casual shoes perfect for long walks through cities parks and airports. The polyurethane insole sheet provides shock absorption and comfort to feet. Product features: Rubber sole, PU insole",
,"['40', '41', '42', '43', '44', '45']",,Tobacco colour floater sandal from Woodland is fashioned from polished nubuck. The Hook & Loop closure add security to the sandal and the durable polyurethane outsole with moderate tread on it keeps you ready for all outdoor activities. Wear the open-toe three strap design sandals for an effortless experience.,
,"['39', '40', '41', '42', '43', '44', '45']",TPR outsole. Full Insole Rust free metal eyelets,"Brown high-ankle outdoor activity shoes in lace loop details made out of wear resistant nubuck. The TPR outsole with deep lugs provides an excellent traction on muddy and rocky terrains and insole padding provides cushion and comfort. The cushioned collars give support to ankles and helps in foot movement. The shoe also features Woodland branding on sides.
Product Features:
TPR outsole.
Full Insole
Rust free metal eyelets",
,"['39', '40', '41', '42', '43', '44']",Lace fastening EVA sole Regular fit Chunky sole 1mm insole,"Chunky sole sneaker in dark navy for men comes in a soft nappa finish and are perfect for casual day outs. The shoes feature a round toe, a chunky EVA sole and 1mm thick insole sheet that provides support. Also present is mild cushioning on the collars that gives support to ankles.
Features:
Lace fastening
EVA sole
Regular fit
Chunky sole
1mm insole",
,['42'],Nubuck Mesh Detail,"Striking sneaker in Dubai Khaki is made from durable nubuck and features mesh detail on collar and tongue. The lace-up shoes come in a round toe silhouette, is set on rubber outsole, and has moulded footbed for comfort. The cord loops on rear makes it easier to pull your shoe on and off and the moderate tread on outsole makes the shoe ideal for casual walks.
Product Features:
Nubuck
Mesh Detail",
,"['36', '37', '38', '39', '40', '41']",Mesh,"Colo blocking and layers of textures add a futuristic vibe to this white/pink sports shoe for women. Featuring a chunky outsole and a contoured footbed, the sports shoe for women is designed from mesh upper that keeps the shoe ventilated. The striking shoe is finished with padded collar and tongue and Woodland branding on side.
Material :-
Mesh",
,"['36', '37', '38', '39', '40', '41']",Nubuck upper Slip-on style Arched heel Cushioned foot bed,"Perfect for summers, these camel colour slippers from Woods bear a nubuck construction that makes it long-lasting. Featuring an arched heel support and cushioned foot bed these slipper are ideal for long day wear. Also present is a moderate traction on the outsole.
Product Features:
Nubuck upper
Slip-on style
Arched heel
Cushioned foot bed",
,"['40', '41', '42', '43', '44']",Nubuck Outsole: PU Insole: Rubberized foam,"Everyday wear casual shoes in Dubai Khaki from Woodland offers a snug-but-comfortable-fit and is crafted from highly durable nubuck. The shoes are set on a flexible rubber outsole with lugs on it that offer moderate traction. The lace-up shoes feature cushioned collar for ankle support and cushioned tongue to protect from lace pressure. The casual shoes are finished with perforations on side that keeps it breathable, the shoes look good when paired with both jeans and shorts.
Material:
Nubuck
Outsole: PU
Insole: Rubberized foam",
,['43'],Mesh PU Outsole - EVA Insole - Memory foam,"Memory foam puts the perfect blend of cushioning and support under every stride with equal weight distribution in this white sneaker for men. The woodsport sneaker has mesh PU upper that keeps the sneaker airy and breathable and molded EVA outsole with moderate tread on it. The lace-up sneakers also have padded ankles and tongue and a pull tab on rear.
Material :-
Mesh PU
Outsole - EVA
Insole - Memory foam",
,[],Nubuck PU Outsole PU Insole,"Lightweight khaki casual slip on shoes for men is crafted out of durable nubuck. The slip on shoes feature two eyelet detail, midsole for shock absorption, and polyurethane sole with moderate lugs that makes it ideal for casual walks through cities and parks and the PU insole provides stability and comfort.
Product features:
Nubuck
PU Outsole
PU Insole",
,['42'],Canvas Rubber outsole Fabric insole,"Stay comfortable all day in this black slip-on shoe from Woodland that comes with elastic goring on sides making it easier to wear and remove the slip-on shoe. The casual shoes for men has canvas upper is set on flexible rubber outsole and has comfortable fabric cushioned foot bed.
Material :-
Canvas
Rubber outsole
Fabric insole",
,[],,A pair of black sandals with wedge heels. The sandals are made in superior quality in a regular slip-on styling with peep-toes details and back strap.,
,[],Nubuck Rubber/Phylon Outsole,"Spruce up your look and get going by slipping into these premium, casual olive green slippers from Woodland. The slip-on style slipper has wide textured straps with the brand name elegantly embossed on top. The rubber/phylon outsole adds durability and offers an excellent grip and a soft feel all day long.
Product Features:
Nubuck
Rubber/Phylon Outsole",
,[],Suede Outsole - Rubber Insole - Leather,"Broad suede straps and a toe loop bring sophistication to this streamlined sandal set on a comfortable leather foot bed and rubber outsole. The camel sandal for men moderate traction on outsole and is finished with Woodland branding on foot bed.
Material :-
Suede
Outsole - Rubber
Insole - Leather",
,"['36', '37', '38', '39', '40', '41']",Nubuck upper Midsole Lugs on outsole Cushioned collar,"High-ankle shoes in olive green from Woodland for women bears a milled nubuck construction. The rugged shoes feature a lace-up style, D-ring durable eyelets, cushioned collars for support and cushioned tongue that protect the foot from lace pressure. Also present is molded EVA midsole that provides cushioning and rebound, deep lugs on outsole that gives the shoes excellent traction on multiple surfaces.
Product Feature:
Nubuck upper
Midsole
Lugs on outsole
Cushioned collar",
,"['41', '43']",Mesh PU EVA Outsole Memory Foam Insole,"Lightweight black slip-on shoe has mesh PU upper that keeps this shoe breathable and is set on a contoured EVA outsole. The slip-on shoe for men features rear pull tab, compression knit collar, and memory foam insole.
Material :-
Mesh PU
EVA Outsole
Memory Foam Insole",
,"['42', '43', '44', '45']",Nubuck TPU/PU outsole midsole Cushioned collars,"Tough pair of shoes in camel colour stands out with its design and the unique lacing pattern. Built from durable nubuck the shoes features a lace-up styling, cushioned collar that gives ankle support and a durable TPU/PU outsole. The insole adds comfort and the midsole acts as a shock absorber. The outsole features deep lugs that provides added grip on the terrain making them ideal for brisk walks.
Product Features:
Nubuck
TPU/PU outsole
midsole
Cushioned collars",
,"['35', '37', '38', '39', '40']",Khaki colour moccasins for women by Woodland are a perfect pick to be worn all year round. Made out of long lasting nubuck leather these slip-on moccasin also feature a durable TPR sole that makes them comfortable to wear.,Khaki colour moccasins for women by Woodland are a perfect pick to be worn all year round. Made out of long lasting nubuck leather these slip-on moccasin also feature a durable TPR sole that makes them comfortable to wear.,
,['40'],EVA Broad textured straps,"Laidback black and beige flip-flop for everyday use is constructed from EVA and features a comfortable foot bed and broad textured straps. The contrast color detail adds an aesthetic feature to the flip-flop.
Product Features:
EVA
Broad textured straps",
,"['40', '41', '42', '43', '44', '45']",EVA EVA Sole PU Insole,"The beach-ready brown flip-flop for men has flexible EVA construction and features PU foot bed that offers comfort. The flip-flop is finished with bold Woodland branding on foot bed and on straps.
Material :-
EVA
EVA Sole
PU Insole",
,,,,
,[],,Woods brings a pair of bronze trendy slippers for women. Designed from high quality leather slippers have comfortable sole and these slip-ons are high on both comfort and style,
,[],EVA,"Experience plush comfort of this navy/lgrey slide sandal featuring a contoured EVA footbed and Woodland branding on side.
Material :-
EVA",
,"['40', '41', '42', '43', '44']",Insole: EVA Outsole: Rubber Insole: EVA,"Comfortable pair of Dgrey/Mud Olive slippers from Woodland is perfect for a casual day out. Crafted from EVA the flip-flop has broad straps with Woodland branding on it and durable rubber outsole with moderate tread that makes it ideal for brisk walks through cities and parks.
Material:
Insole: EVA
Outsole: Rubber
Insole: EVA",
,"['36', '38', '39', '40']",,"Strappy blue slipper from Woods that feature a comfortable block heel, made from synthetic material the slipper will amp up the casual outfit.",
,[],,"Grey moccasins for women by Woodland are a perfect pick to be worn all year round. Featuring a leather upper, these slip-ons have a durable sole that makes them comfortable to wear.",
,"['36', '37', '38', '39', '40']",Suede Ankle strap Pointed heel,"A chic pointed heel, open-toe silhouette sandal in grey from Woods is crafted from superior suede. The sandal features a slender adjustable ankle strap with a high quality buckle and a toe strap. These strappy sandals with sparkly details can be worn to a dinner out with friends.
Product Features:
Suede
Ankle strap
Pointed heel",
,[],EVA,"A contoured foot bed offers superior comfort in a lightweight dgrey/black slide sandal for men made from flexible and waterproof EVA.
Material:
EVA",
,"['39', '40', '41', '42', '43', '44', '45']",Nubuck EVA foot bed,"Versatile brown walking sandal for everyday warm weather, from Woodland comes in an easy slip-on style with an adjustable hook-and-loop closure Velcro straps. Designed from durable grained nubuck the sandal is set on a durable outsole and has soft EVA foot bed that conforms to the shape of your foot. The sandal for men also features cushioning on high abrasion areas and arched heel support. The sandal with its ergonomic design is ideal for outdoor activities in summers.
Material :-
Nubuck
EVA foot bed",
,"['36', '37', '38', '39', '40']",Leather Slipper Round-toe,"Perfect for summer the slipper in orange is fashioned from premium leather. Featuring criss-cross straps and a slip-on style the comfortable slipper looks great when paired with dresses and denims.
Product Feature:
Leather
Slipper
Round-toe",
,"['40', '41', '42', '44']",Upper - Nubuck TPU/PU outsole Leather with foam insole,"Versatile khaki sandal for everyday warm weather wear, the fisherman sandal or the closed toe sandal from Woodland comes in an easy slip-on style with an adjustable hook-and-loop closure strap. Designed from nubuck the sandal is set on a durable and flexible TPU/PU outsole and has leather with foam insole that conforms to the shape of your foot. The sandal for men also features cushioning on high abrasion areas and arched heel support. The sandal will surely keep your feet comfortable and well ventilated.
Product Features:
Upper - Nubuck
TPU/PU outsole
Leather with foam insole",
,"['41', '43', '44', '45']",Nubuck milled PU Sole Molded socks insole,"Color block adds character to this everyday wear khaki casual shoe for men by Woodland. Crafted from milled nubuck the shoe features cushioned collar for support and cushioned tongue that protects the shoe from lace pressure, Woodland branding on sides, midsole that acts as a shock absorber, polyurethane outsole and arched heel support.
Product Features:
Nubuck milled
PU Sole
Molded socks insole",
,"['36', '37', '38', '39', '40', '41']",Canvas Rubber outsole Rubberized foam insole,"Everyday casual sneakers in rust has lace-up details and is crafted from durable canvas. The rubber outsole has moderate tread making the casual shoes perfect for long walks through cities, parks and airports. The shoes also feature rust free eyelets and woodland branding on sides.
Product Features:
Canvas
Rubber outsole
Rubberized foam insole",
,"['39', '40', '41', '42', '43', '44', '45']",,"Go for these trendy snaype menâs casual shoes from Woodland and look your stylish best. The pair features a high-quality nubuck upper, a lace-up design, contrast stitch detailing and a sturdy white sole. The footbed is soft and provides ample cushioning. Not only are these shoes super comfortable, but will also last longer since they are made to withstand maximum wear and tear. Light-weight and skin-friendly, this casual pair is surely worth befriending.",
,"['36', '37', '38', '39', '40', '41']",leather Slip-on style Perforated,"A pair of loafer in chikku from Woods that are comfortable to be worn everyday is made from premium soft leather. The shoe comes in a slip-on style and has perforated details all over it, the outsole has an arched heel support and moderate traction on it.
Product features:
leather
Slip-on style
Perforated",
,['40'],"Camel coloured heavy duty high ankle trekking shoes in a rugged look in lace-loops and crafted out of wear resistant Nubuck upper. The polyurethane sole has deep lugs running in different directions that provides an excellent traction on rough terrains and is an ideal pair for expeditions. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the rubberised foam insole sheet. The shoe also features a cushioned collar support that helps foot movement
Product features: PU sole Cushioned collar support Rust free eyelets. ","Camel coloured heavy duty high ankle trekking shoes in a rugged look in lace-loops and crafted out of wear resistant Nubuck upper. The polyurethane sole has deep lugs running in different directions that provides an excellent traction on rough terrains and is an ideal pair for expeditions. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the rubberised foam insole sheet. The shoe also features a cushioned collar support that helps foot movement
Product features:
PU sole
Cushioned collar support
Rust free eyelets.",
,"['40', '41', '42', '43', '44']",Upper - Nubuck Rubber Outsole Fabric socks with Foam insole,"Camel closed toe sandal for men is designed from long lasting nubuck and features a flexible and durable rubber outsole and fabric socks with foam insole for comfort. The hook-and-strap closure gives a custom fit and the outsole has treads on it that grips the surface and makes the sandal ideal for trail walks. The closed silhouette also protects the toes from challenging and unpredictable terrain.
Product Features:
Upper - Nubuck
Rubber Outsole
Fabric socks with Foam insole",
,"['40', '41', '42', '43', '44', '45']",Leather,"Smart leather sandal in tan from woodland has a super versatile appeal. Crafted from soft leather the tan sandal for men has moderate tread on outsole. The casual sandal is stacked on a short heel and can easily be paired with shorts and even jeans for a cool casual look.
Product Features:
Leather",
,"['43', '45']",Grab this pair of Woodland slippers for a casual day out. The slippers are made from leather in a softy nappa finish that give it classic look. The RPA patterned sole gives the slippers an excellent tread on multiple surfaces and the PU foam provides a comfortable cushiobed for long lasting wear.,Grab this pair of Woodland slippers for a casual day out. The slippers are made from leather in a softy nappa finish that give it classic look. The RPA patterned sole gives the slippers an excellent tread on multiple surfaces and the PU foam provides a comfortable cushiobed for long lasting wear.,
,"['41', '43', '44', '45']",Suede,"Breathable dgrey sneaker for men has suede upper and cushioning for everyday comfort. The sneaker for men flaunts arched heel for support, mesh detail that keeps the sneaker ventilated, lace-up style and cushioning on collar and tongue. The contrasting color branding adds to the aesthetics of the sneaker.
Material:-
Suede",
,[],Suede Open-toe PU foam foot bed Rubber outsole,"Perfect for summers these open toe dark brown sandals built in premium suede features an abrasion resistant rubber outsole, a comfortable polyurethane cushioned foot bed and a midsole for shock absorption. The arch support on the heels also provide comfort for long day wear.
Product Features:
Suede
Open-toe
PU foam foot bed
Rubber outsole",
,"['39', '40', '41', '42', '43', '44', '45']",Rubber outsole. Rubberised foam Insole EVA midsole,"olive green high-ankle outdoor activity boots in lace loop details, the shoes have been crafted out of wear resistant nubuck and breathable fabric mesh lining. The RPA outsole with deep lugs provides an excellent traction on muddy and rocky terrains and the rubberised foam insole padding provides cushion and comfort. The cushioned collars give support to ankles and helps in foot movement. The shoe also features molded EVA midsole that acts as an excellent shock absorber.
Product Features:
Rubber outsole.
Rubberised foam Insole
EVA midsole",
,"['38', '40']",Slip-on style with these peep-toes sandals for women. The beige peep toes pumps have a comfortable block heel and will add instant glam to the wardrobe.,Slip-on style with these peep-toes sandals for women. The beige peep toes pumps have a comfortable block heel and will add instant glam to the wardrobe.,
,"['36', '37', '38', '39', '40', '41']",Leather,"High quality steel hardware add a charming finish to the black penny loafer lofted on a subtle wedge with comfortable cushioning. The penny loafer is finished with Woods branding on footbed.
Material :-
Leather",
,[],,"Long-lasting pair of casual sandals from Woodland crafted out of the durable nubuck leather. The sandals feature two Hook & Loop closures with Woodland branding on them, the PU sole provides the needed cushioning without packing on extra weight on the sandals.",
,[],,A contemporary and comfortable pair of camel Woodland slippers for a casual day out. The slippers are made from oiled nubuck leather that gives it a classic look. The PU patterned sole gives the slippers a moderate tread on multiple surfaces.,
,"['40', '43', '44']",Suede grain upper TPU/PU sole three eyelet detail,"Boat shoes for men in clove feature an upper in suede grain, TPU/PU sole with moderate traction offers increased cushioning and flexibility. The boat shoes have contrast stitching details and three eyelet design. The boat shoes ensure an all day comfort and can be worn with chinos as well as jeans.
Features:
Suede grain upper
TPU/PU sole
three eyelet detail",
,"['40', '41']",PU Outsole - EVA Insole - Fabric,"This durable, everyday navy slip-on shoe for men is set on a EVA outsole with arch heel support and comes in durable PU upper. The slip-on shoe for men features heel pull tab, side goring's, and has fabric insole that adds to the comfort of the shoe.
Material :-
PU
Outsole - EVA
Insole - Fabric",
,"['39', '40', '41']",Suede Slip-on style Snake print Sling back strap,"Perfect for summers, these black slip-on style peep-toes from Woods comes in suede finish and snake print. Featuring wedge heel, sling back strap with buckle and cushioned foot bed these sandals are ideal for long day wear.
Product Features:
Suede
Slip-on style
Snake print
Sling back strap",
,"['40', '41', '42', '44']",Rubber outsole EVA foot bed,"Classic beach-ready flip-flop features a cushioned EVA foot bed and also comes in EVA finish. The black flip-flop for men is set on a rubber sole and has thin straps with Woodland branding on it.
Product Details:
Rubber outsole
EVA foot bed",
,"['36', '37', '38', '39', '40', '41']",Nubuck,"A webbed lacing system gives a comfortable fit to this adventure ready lgrey boot for women. Crafted from nubuck, the boot features cushioned collar and tongue, smartly placed perforations on side for ventilation, arched heel support, and multidirectional traction on outsole.
Material :-
Nubuck",
,"['36', '37', '38', '39', '40', '41']",Leather,"Round-toe and low stacked block heel add comfort to this high-top leather boot for women. The grey boot has a side zipper with buckle detail and a suede finish on rear.
Material :-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather Knot detail Wedge heel,"Simple strappy sandal in chiku is set on a platform heel. Featuring a slip-on design, straps with Hook & Loop closure for a snug-fit, wedge heel and round-toe silhouette, the lightweight sandal is perfect from casual day wear to beach vacations.
Product Features:
Leather
Knot detail
Wedge heel",
,"['40', '41', '42']",EVA Outsole: EVA Insole: EVA,"Breathable, lightweight EVA construction defines a cool black slider sandal from Woodland that features a contoured, cushioned EVA foot bed and flexible EVA outsole with moderate tread.
Material:
EVA
Outsole: EVA
Insole: EVA",
,[],Canvas Outsole - Rubber Insole - PU foam 8MM,"Lightweight mid-top black casual sneakers for men has a lace-up design is crafted out of durable canvas. The shoes are set on flexible rubber outsole, fabric foam insole that provides stability and comfort, rust free metal eyelets, and Woodland branding on sides.
Material :-
Canvas
Outsole - Rubber
Insole - PU foam 8MM",
,"['40', '41', '42', '43', '44', '45']",Nappa Super Shine Outsole - PU Insole - Leather,"Black Leather slipper for men by Woods adds a sleek and modern look to your casual wardrobe. Designed from premium leather the slipper features a broad strap, is set on PU sole with moderate traction on it and has leather insole that adds cushioning under your foot for all day comfort.
Material :-
Nappa Super Shine
Outsole - PU
Insole - Leather",
,"['40', '45']",Mesh PU Outsole: Phylon Insole: Fabric Foam,"Trendy pair of casual sneakers in olive/black are chic and comfortable. The mesh PU upper adds ventilation to the shoe, designed in a lace-up style and round toe silhouette, the shoe is set on phylon outsole with lugs on it that gives the shoe an good tread. The versatile shoe also has mild cushioning on collar and tongue, pull tabs on rear, fabric foam insole, arch heel support and smartly placed Woodsport branding on sides.
Material:-
Mesh PU
Outsole: Phylon
Insole: Fabric Foam",
,"['43', '44']",PU Outsole - EVA Insole - Rubberized EVA sock,"A must-have for your casual wardrobe, this grey slip-on shoe is never going out of style. The shoe has polyurethane upper, is set on EVA outsole and has rubberized EVA sock insole that adds to the comfort of the shoe.
Material :-
PU
Outsole - EVA
Insole - Rubberized EVA sock",
,[],Tatron Round toes Phylon sole 8mm foam insole,"Luxurious sneakers in black from Woodland with an update in design and comfort the casual shoes feature a round toe silhouette and is crafted from tatron. The shoes have a phylon sole that makes the shoes lightweight and gives them flexibility and bears Woodland logo branding on the outsoles. Rust free metal eyelets and the cushioned tongue protect feet from lace pressure. The shoes have a moderate traction on them and are apt for brisk walks.
Features:
Tatron
Round toes
Phylon sole
8mm foam insole",
,"['40', '41', '42', '43', '44', '45']",EVA,"Flexible and soft EVA construction means easy comfort in a classic, beach-ready flip-flop. The black slipper for men features big bold Woodland branding on foot bed and on the textured straps.
Material:-
EVA",
,"['39', '40', '42', '43', '44', '45']","Robust pair of mid ankle outdoor activity shoes in tobacco colour with a lace-loop pattern and a wear resistant nubuck upper. The chunky rubber sole has deep lugs that gives a good tRubberd on surfaces providing an excellent traction with high level of comfort also provided by the full insole padding.
Product Features: Full insole Chunky rubber sole","Robust pair of mid ankle outdoor activity shoes in tobacco colour with a lace-loop pattern and a wear resistant nubuck upper. The chunky rubber sole has deep lugs that gives a good tRubberd on surfaces providing an excellent traction with high level of comfort also provided by the full insole padding.
Product Features:
Full insole
Chunky rubber sole",
,"['39', '40']",Suede Rubber outsole Camouflage details on outsole,"Sporty styled casual shoes in lace-up style and tobacco colour is built from durable suede. Featuring a rubber sole in camouflage details with deep lugs and a full insole the sneaker has a good tread on it for long hikes.
Product Features:
Suede
Rubber outsole
Camouflage details on outsole",
,"['37', '38', '39', '40', '41']",Canvas Rust free metal eyelets Chunky Soles,"Lightweight mustard casual sneakers for women with a lace-loop pattern is crafted out of durable canvas. The chunky sole has moderate lugs that makes it ideal for casual walks through cities and parks and the full insole foot bed provides the stability and comfort.
Product features:
Canvas
Rust free metal eyelets
Chunky Soles",
,[],Full insole Rubber sole Anti-corrosive metal fittings EVA midsole,"Khaki colored sturdy pair of high ankle casual outdoor activity shoes crafted out of wear resistant nubuck upper in omtllb finish. Anti-corrosive metal fittings and extra cushiony tongue helps prevent pressure points from lacing. The grippy rubber outsole with deep lugs and shock absorbing midsole provides an excellent traction on muddy and rocky terrains. The shoe also features an insole padding that gives comfort to foot bed.
Product features:
Full insole
Rubber sole
Anti-corrosive metal fittings
EVA midsole",
,"['36', '37', '38', '39', '40', '41']",Synthetic,"Metallic detail on rear adds a fun element to the green sneakers for women from Woods that are both sporty and chic. Designed from synthetic upper the casual shoes for women come in a lace-up style with ventilation ports on sides that keeps the shoe breathable.
Material:
Synthetic",
,['41'],Synthetic upper Cushioned foot bed Cushioned tongue Lace-up,"Lightweight casual sneaker in light grey is built in synthetic upper and provides a comfortable fit and feel. Cushioned tongue and foot bed adds to the comfort and the arched heels provide support.
Product Features:
Synthetic upper
Cushioned foot bed
Cushioned tongue
Lace-up",
,"['40', '41']",Nubuck Outsole: PU Insole: Moulded Socks,"Everyday wear casual shoes in cashew brown from Woodland offers a snug-but-comfortable-fit and is crafted from highly durable nubuck. The shoes are set on a flexible PU outsole with lugs on it that offer moderate traction. The lace-up shoes feature cushioned collar for ankle support and cushioned tongue to protect from lace pressure. The casual shoes are finished with perforations on side that keeps it breathable, the shoes look good when paired with both jeans and shorts.
Material:
Nubuck
Outsole: PU
Insole: Moulded Socks",
,"['44', '45']",Suede,"Sleek construction and suede upper gives this aqua sneaker a modern look. The sneaker for men is set on a chunky outsole, has mesh detail that keeps the shoe breathable, webbed eyelets, pull tab on rear, cushioned collar and tongue, and woodland branding on side and rear.
Material:-
Suede",
,"['40', '41', '45']","Olive Green colored robust pair of mid ankle casual outdoor activity shoes crafted out of a wear resistant milled nubuck upper. The anti-corrosive metal fittings and the cushioned tongue protects your feet from lace pressure. The grooved Rubber sole with deep lugs provides an excellent traction on muddy and rocky terrains the EVA midsole acts as a shock absorber and the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep rocky terrains with high level of comfort provided by the insole sheet.
Product features: Rubber sole Anti-corrosive metal fittings Cushioned collar support","Olive Green colored robust pair of mid ankle casual outdoor activity shoes crafted out of a wear resistant milled nubuck upper. The anti-corrosive metal fittings and the cushioned tongue protects your feet from lace pressure. The grooved Rubber sole with deep lugs provides an excellent traction on muddy and rocky terrains the EVA midsole acts as a shock absorber and the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep rocky terrains with high level of comfort provided by the insole sheet.
Product features:
Rubber sole
Anti-corrosive metal fittings
Cushioned collar support",
,['39'],Nubuck TPU//PU Outsole,"Elevated high top sneaker has nubuck upper and durable TPU/PU outsole. The camel lace-up sneaker for men has a leather insole for added comfort and is finished with Woodland branding on side.
Material :-
Nubuck
TPU//PU Outsole",
,"['40', '43', '44']",Nubuck Outsole: Rubber/Phylon Insole: Moulded Socks,"Trail ready olive green shoe for men is engineered from durable milled nubuck and comes in a lace-up style. The shoe features a toe cap that protects the shoe upper from abrasion, cushioned tongue and collars that protect foot from lace pressure and give support to ankles, rust free D-ring eyelet, molded midsole that protects your foot from shock and rubber/phylon outsole with multidirectional lugs on it that provides excellent traction on all surfaces. The moulded socks insole on the shoe provides extra insulation and cushioning, the shoe with its excellent traction is good for hikes through forest trails and also for outdoor activities.
Material:
Nubuck
Outsole: Rubber/Phylon
Insole: Moulded Socks",
,['41'],,Providing comfort the closed toe khaki coloured sandals are crafted out of waxy milled nubuck and feature Hook & Loop straps around the heel that provide custom fit. Deep lugs on the outsole gives superior traction both on the trail and on slick sidewalks.,
,"['41', '42']",Canvas Rubber outsole Fabric insole,"Blue casual sneaker in lace-up style is built from extremely durable canvas. The pull tab with contrast stitch detail on rear adds a fun element to the casual canvas sneakers. Featuring a flexible rubber outsole with moderate tread, round toe silhouette, and rust free metal eyelets, the canvas sneaker is ideal casual everyday use. The canvas sneaker also has fabric insole that adds comfort and is finished with Woodland branding on side and fabric detail on collar.
Material :-
Canvas
Rubber outsole
Fabric insole",
,"['38', '39', '40', '41']",,A pair of tan sandals with wedge heels. The sandals are made in superior quality in a regular slip-on styling with ankle straps and a round open toe silhouette.,
,"['40', '41', '42', '43', '44', '45']",Leather Rubber outsole,"High quality hardware on upper defines this dbrown penny loafer designed from soft luxurious leather. The penny loafer is set on flexible rubber sole and features an insole that forms a cushioned foot bed.
Material :-
Leather
Rubber outsole",
,[],Polyurethane TPU outsole EVA insole,"Olive sandal for men with its breezy style and comfort is perfect for everyday casual wear. The hook-and-loop strap with Velcro closure around ankles and over the toe provide the necessary support and a snug fit. Crafted from polyurethane the sandal features TPU outsole with moderate tread on it and EVA insole that makes the sandal comfortable for long day wear.
Material :-
Polyurethane
TPU outsole
EVA insole",
,"['42', '43']",Nubuck Outsole: Rubber Insole: Leather,"Sturdy olive green shoe for men is engineered from durable nubuck and comes in a lace-up style. The shoe features a toe cap that protects the shoe upper from abrasion, cushioned tongue and collars that protect foot from lace pressure and give support to ankles, D-ring lacing, molded midsole that protects your foot from shock and rubber outsole with multidirectional lugs on it that provides excellent traction on all surfaces. The leather insole on the shoe provides extra insulation and cushioning to the foot.
Material:
Nubuck
Outsole: Rubber
Insole: Leather",
,"['39', '40', '41', '42']","Snaype colored robust and rugged pair of high ankle casual outdoor activity shoes crafted out of a wear resistant nubuck upper. The anti-corrosive metal fittings and the cushioned tongue protects your feet from lace pressure. The grooved Rubber sole with deep lugs provides an excellent traction on muddy and rocky terrains the EVA midsole acts as a shock absorber and the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep rocky terrains with high level of comfort provided by the insole sheet.
Product features: Rubber sole Anti-corrosive metal fittings Cushioned collar support","Snaype colored robust and rugged pair of high ankle casual outdoor activity shoes crafted out of a wear resistant nubuck upper. The anti-corrosive metal fittings and the cushioned tongue protects your feet from lace pressure. The grooved Rubber sole with deep lugs provides an excellent traction on muddy and rocky terrains the EVA midsole acts as a shock absorber and the cushioned collars give support to ankles and helps in foot movement. It is a tough shoe for traveling over steep rocky terrains with high level of comfort provided by the insole sheet.
Product features:
Rubber sole
Anti-corrosive metal fittings
Cushioned collar support",
,['45'],EVA,"Comfortable pair of olive slippers from Woodland is perfect for a casual day out. Crafted from EVA the slippers has broad soft straps and durable EVA outsole with moderate tread that makes it ideal for brisk walks through cities and parks. EVA forms a soft foot bed that adds to the comfort of the slipper.
Material :-
EVA",
,"['42', '43', '44', '45']",Suede,"Casual sneakers in camel in lace up style has mesh details on it that keeps the shoe ventilated and gives it a very trendy look. The durable outsole has moderate thread making the casual shoes perfect for long walks through cities, parks and airports. The casual sneaker come in a suede finish and also feature arched heel support, cushioned collars and tongue that protects feet from lacing pressure.
Material:-
Suede",
,"['40', '42', '43', '44', '45']","Camel colored robust and rugged pair of mid ankle casual outdoor activity shoes with an all-over solid pattern and lace-loop details and a wear resistant buff nubuck upper. The grooved Rubber sole with lugs running in opposite direction and shock absorbing EVA midsole allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. The insole padding provides comfort and the mildly cushioned collars give support to ankles.
Product features Rubber sole EVA midsole","Camel colored robust and rugged pair of mid ankle casual outdoor activity shoes with an all-over solid pattern and lace-loop details and a wear resistant buff nubuck upper. The grooved Rubber sole with lugs running in opposite direction and shock absorbing EVA midsole allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. The insole padding provides comfort and the mildly cushioned collars give support to ankles.
Product features
Rubber sole
EVA midsole",
